rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,country code,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,website_url,,intl_stu_dec,intl_val,stu_val,female,male,stu_rank,stu_rank_a
33,École Polytechnique Fédérale de Lausanne,81.4,330,74.5,33,73.2,50,90.3,120,99.8,40,95.8,33,master_account,0,/world-university-rankings/ecole-polytechnique-federale-de-lausanne,,Switzerland,"12,543",13.5,64%,30 : 70,École Polytechnique Fédérale de Lausanne,"Civil Engineering,Chemical Engineering,Electrical & Electronic Engineering,Biological Sciences,Chemistry,Mechanical & Aerospace Engineering,Architecture,Business & Management,Mathematics & Statistics,General Engineering,Computer Science,Physics & Astronomy",FALSE,FALSE,FALSE,,,0.64,8027.52,12543,30,0,1359,1314
34,"University of California, San Diego",81,340,66,53,78.4,35,97.6,19,100,1,74.3,342,public,0,/world-university-rankings/university-california-san-diego,,United States,"40,596",12,19%,45:55:00,"University of California, San Diego","Other Health,Physics & Astronomy,General Engineering,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Communication & Media Studies,Languages, Literature & Linguistics,Computer Science,Civil Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Business & Management,Mathematics & Statistics,Chemical Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering,Accounting & Finance,Chemistry,Electrical & Electronic Engineering,Psychology,Education,Sociology,History, Philosophy & Theology",FALSE,FALSE,FALSE,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-62118223,,0.19,7713.24,40596,45,55,205,2468
35,University of Hong Kong,80.3,350,65.6,55,72.3,52,96.4,35,95.2,116,96.8,23,master_account,11,/world-university-rankings/university-hong-kong,,Hong Kong,"18,103",18.3,43%,55:45:00,University of Hong Kong,"Law,Economics & Econometrics,Communication & Media Studies,Civil Engineering,Art, Performing Arts & Design,Psychology,Mathematics & Statistics,General Engineering,Politics & International Studies (incl Development Studies),Geography,Architecture,Mechanical & Aerospace Engineering,Accounting & Finance,Chemistry,Agriculture & Forestry,Electrical & Electronic Engineering,History, Philosophy & Theology,Other Health,Biological Sciences,Sociology,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Computer Science,Education,Business & Management,Medicine & Dentistry,Physics & Astronomy",FALSE,FALSE,FALSE,,,0.43,7784.29,18103,55,45,972,1701
36,Georgia Institute of Technology,80,360,63.4,63,78.9,33,94.1,57,94.6,123,84.8,190,public,0,/world-university-rankings/georgia-institute-technology,,United States,"32,079",28,29%,34 : 66,Georgia Institute of Technology,"Chemical Engineering,Other Health,Languages, Literature & Linguistics,Physics & Astronomy,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Biological Sciences,Geography,Communication & Media Studies,Architecture,Art, Performing Arts & Design,Sociology,General Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Economics & Econometrics,Business & Management,Mathematics & Statistics,Chemistry,Psychology,Civil Engineering,History, Philosophy & Theology",FALSE,FALSE,FALSE,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-55860137,,0.29,9302.91,32079,34,0,390,2283
37,University of Melbourne,79.2,370,64.8,57,76.4,40,90.1,126,98.3,84,92.7,90,master_account,0,/world-university-rankings/university-melbourne,,Australia,"51,307",25.1,47%,58:42:00,University of Melbourne UniMelb Australia,"Other Health,Economics & Econometrics,Biological Sciences,Electrical & Electronic Engineering,Civil Engineering,Accounting & Finance,Chemical Engineering,Mathematics & Statistics,Sociology,Archaeology,Computer Science,Geography,Languages, Literature & Linguistics,Law,Physics & Astronomy,General Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Sport Science,Business & Management,History, Philosophy & Theology,Chemistry,Architecture,Education,Medicine & Dentistry,Veterinary Science,Agriculture & Forestry,Communication & Media Studies,Psychology,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering",FALSE,FALSE,FALSE,https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-84190491,,0.47,24114.29,51307,58,42,109,2564
38,King’s College London,79,380,59.8,74,75.1,47,97.7,17,74.2,347,97.5,13,master_account,0,/world-university-rankings/kings-college-london,,United Kingdom,"32,835",13.9,53%,63:37:00,King’s College London,"Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Education,Art, Performing Arts & Design,Physics & Astronomy,Business & Management,Mathematics & Statistics,Psychology,History, Philosophy & Theology,Electrical & Electronic Engineering,Sociology,Archaeology,General Engineering,Economics & Econometrics,Other Health,Chemistry,Law,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Sport Science,Geography,Languages, Literature & Linguistics,Biological Sciences,Accounting & Finance,Computer Science,Communication & Media Studies",FALSE,FALSE,FALSE,,,0.53,17402.55,32835,63,37,365,2308
39,LMU Munich,79,390,65.3,56,76.8,38,92.2,89,100,15,76.9,298,master_account,6,/world-university-rankings/lmu-munich,,Germany,"34,622",33.5,18%,62:38:00,LMU Munich Ludwig-Maximilians-Universität München,"Biological Sciences,Geography,Computer Science,Law,Veterinary Science,Sociology,History, Philosophy & Theology,Chemistry,Business & Management,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Psychology,Archaeology,Physics & Astronomy,Economics & Econometrics,Art, Performing Arts & Design,Mathematics & Statistics,Communication & Media Studies,Other Health,Education,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,FALSE,,,0.18,6231.96,34622,62,38,316,2357
40,Paris Sciences et Lettres – PSL Research University Paris,78.5,400,75.7,31,72.8,51,83.2,253,99.7,51,81.6,231,master_account,0,/world-university-rankings/paris-sciences-et-lettres-psl-research-university-paris,,France,"16,120",15,22%,51:49:00,Paris Sciences et Lettres – PSL Research University Paris,"Biological Sciences,Law,Languages, Literature & Linguistics,Chemical Engineering,Business & Management,Computer Science,Mathematics & Statistics,Economics & Econometrics,Mechanical & Aerospace Engineering,Chemistry,General Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Sociology,History, Philosophy & Theology,Physics & Astronomy,Accounting & Finance,Other Health,Politics & International Studies (incl Development Studies),Archaeology,Communication & Media Studies,Art, Performing Arts & Design,Civil Engineering,Geography",FALSE,FALSE,FALSE,,,0.22,3546.4,16120,51,49,1093,1580
41,University of British Columbia,78,410,62.5,66,76.6,39,90.5,118,76.7,304,95,49,master_account,0,/world-university-rankings/university-british-columbia,,Canada,"58,987",19.4,34%,55:45:00,University of British Columbia,"Business & Management,Economics & Econometrics,Geography,Education,Civil Engineering,Archaeology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Communication & Media Studies,Art, Performing Arts & Design,Chemistry,Physics & Astronomy,Psychology,Mechanical & Aerospace Engineering,Accounting & Finance,Other Health,Agriculture & Forestry,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Biological Sciences,Languages, Literature & Linguistics,Sociology,Chemical Engineering,Electrical & Electronic Engineering,Law,Mathematics & Statistics,Sport Science,General Engineering,Architecture,Medicine & Dentistry",FALSE,FALSE,FALSE,https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-91511981,,0.34,20055.58,58987,55,45,82,2591
42,University of Illinois at Urbana-Champaign,77.9,420,69.5,45,81.5,31,85.2,206,85.3,206,64,502,public,0,/world-university-rankings/university-illinois-urbana-champaign,,United States,"50,250",19.6,23%,51:49:00,University of Illinois at Urbana-Champaign,"Computer Science,Mathematics & Statistics,Education,Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Physics & Astronomy,Accounting & Finance,Languages, Literature & Linguistics,Biological Sciences,Psychology,General Engineering,Chemistry,Business & Management,Art, Performing Arts & Design,Civil Engineering,Politics & International Studies (incl Development Studies),Archaeology,Veterinary Science,Law,Medicine & Dentistry,Sport Science,Sociology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Communication & Media Studies,Other Health,Agriculture & Forestry,Geography",FALSE,FALSE,FALSE,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-24020534,,0.23,11557.5,50250,51,49,115,2558
43,Shanghai Jiao Tong University,77.7,430,76.6,29,82.5,30,75.4,432,100,24,60.6,572,master_account,0,/world-university-rankings/shanghai-jiao-tong-university,,China,"38,472",12.6,9%,37 : 63,Shanghai Jiao Tong University SJTU,"Other Health,Medicine & Dentistry,Education,Business & Management,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Chemistry,Biological Sciences,Psychology,History, Philosophy & Theology,Sociology,Communication & Media Studies,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Mathematics & Statistics,Law,Veterinary Science,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Art, Performing Arts & Design,Agriculture & Forestry,Computer Science,Economics & Econometrics,Chemical Engineering,Accounting & Finance,Sport Science,Architecture,General Engineering,Physics & Astronomy",FALSE,FALSE,FALSE,,,0.09,3462.48,38472,37,0,234,2439
44,Fudan University,77.5,440,76.5,30,75.3,43,83.5,246,96,104,56.1,658,master_account,0,/world-university-rankings/fudan-university,,China,"38,101",12.6,9%,52:48:00,Fudan University,"Archaeology,Other Health,Physics & Astronomy,Economics & Econometrics,General Engineering,Law,Chemical Engineering,Electrical & Electronic Engineering,Chemistry,Accounting & Finance,Mathematics & Statistics,Business & Management,History, Philosophy & Theology,Communication & Media Studies,Mechanical & Aerospace Engineering,Education,Languages, Literature & Linguistics,Biological Sciences,Psychology,Computer Science,Sociology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies)",FALSE,FALSE,FALSE,,,0.09,3429.09,38101,52,48,239,2433
45,KU Leuven,77,450,60.1,72,74.9,48,91.9,95,100,13,79.6,259,master_account,11,/world-university-rankings/ku-leuven,,Belgium,"49,435",37.3,19%,52:48:00,KU Leuven,"Other Health,Chemistry,Accounting & Finance,Architecture,Agriculture & Forestry,Geography,Electrical & Electronic Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Sport Science,Psychology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Mathematics & Statistics,Business & Management,General Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Medicine & Dentistry,Physics & Astronomy,Law,Computer Science,Chemical Engineering,Sociology,Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Biological Sciences,Education",FALSE,FALSE,FALSE,,,0.19,9392.65,49435,52,48,121,2552
46,London School of Economics and Political Science,76.8,460,59.5,77,73.5,49,95.4,46,55.9,715,94.1,63,master_account,0,/world-university-rankings/london-school-economics-and-political-science,,United Kingdom,"11,945",12.6,72%,56:44:00,London School of Economics and Political Science,"History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Geography,Economics & Econometrics,Accounting & Finance,Languages, Literature & Linguistics,Law,Sociology,Geology, Environmental, Earth & Marine Sciences,Psychology,Business & Management,Mathematics & Statistics,Communication & Media Studies",FALSE,FALSE,FALSE,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-89868061,,0.72,8600.4,11945,56,44,1407,1266
47,Universität Heidelberg,76.7,470,67.7,49,64.3,69,94.6,51,99.3,66,76.4,304,master_account,11,/world-university-rankings/universitat-heidelberg,,Germany,"19,315",13.3,20%,55:45:00,Universität Heidelberg,"Archaeology,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Education,History, Philosophy & Theology,Geography,Other Health,Sociology,Mathematics & Statistics,Economics & Econometrics,Sport Science,Psychology,Computer Science,Law,Physics & Astronomy,Art, Performing Arts & Design,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Chemistry",FALSE,FALSE,FALSE,,,0.2,3863,19315,55,45,888,1785
48,Delft University of Technology,76.3,480,66.7,51,78.2,36,76.5,404,100,5,92.8,86,master_account,0,/world-university-rankings/delft-university-technology,,Netherlands,"21,262",15.9,30%,31 : 69,Delft University of Technology,"Mechanical & Aerospace Engineering,Education,Electrical & Electronic Engineering,Chemistry,Art, Performing Arts & Design,Chemical Engineering,Politics & International Studies (incl Development Studies),Computer Science,Physics & Astronomy,General Engineering,Mathematics & Statistics,Economics & Econometrics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Business & Management,Other Health,Sport Science,Architecture,Communication & Media Studies,History, Philosophy & Theology,Biological Sciences,Geography",FALSE,FALSE,FALSE,,,0.3,6378.6,21262,31,0,789,1884
